business_id,name,city,state,review_count,stars
Ht-_i0UAq7YDBaqJwcQMdQ,Le Club Chasse et PÃªche,MontrÃ©al,QC,195,4.5
VFIttpRRNETIBUdjgSvxKg,Sea Salt Brazilian Grill,Monroe,NC,23,4.5
WOsRtTQ0a2yPexo9cNcAYA,Le Pain Quotidien,Toronto,ON,5,4.0
6Ko0igIzIFQgA3ejrXC3VQ,Mr. Hero,Westlake,OH,3,5.0
ZXqiETQpe--0ufUW9B1xCA,Pizza Hut,Penn Hills,PA,5,3.0
0vvPP6Ir2723kjRZFJg7tg,Sebastians Deli,Cleveland,OH,3,5.0
MxGk2Pxy2M0fQUV0t4bsbQ,Pearl Asian Kitchen,Shaker Heights,OH,33,3.5
NBy3LuucJBPpo49vC2Aq_g,Bellacino's Pizza and Grinders,Charlotte,NC,4,2.5
Exsi3PIwpfvuoyF8BfGYIQ,HaveMore,Toronto,ON,3,4.0
dFywNDTZ1AnxhaEqxlA5Ug,Fuji Buffet & Grill,Mentor,OH,47,4.0
OMIjMoNrmxFUSEKGYKVy4w,Schlouppe Bistrot Nakamichi,MontrÃ©al,QC,60,4.0
gFUSJwVzEDERbaU9FVKfRA,Rajkapuri's Paan & Snacks,Toronto,ON,5,4.0
pDewiJY6KCcZgLxxgxg13Q,Comedor Guadalajara,Phoenix,AZ,494,4.0
_glMJT-AR1vNt-eatEdyeA,Native Grill & Wings,Gilbert,AZ,100,3.0
1p76_EWPbPcTprNrEVw3-g,Denny's,Tempe,AZ,61,2.5
N-tpz2XtAPreL5wnFjKGwA,La Villa DF,Phoenix,AZ,25,4.0
DLw9rK8Qb6l7ESgxtR47qQ,Ohana Hawaiian BBQ,Las Vegas,NV,273,4.0
yJGr28OXuMk2bCKYlzfpBA,Luscious 5,Markham,ON,34,3.0
Jp7DWno_5zAYtrpEkc0ylw,Eat Well,Fort Mill,SC,6,5.0
9Yo5Fl8wstZlxBnD0G-uHg,Arby's,Pittsburgh,PA,7,3.0
cw8oFCL0BxCQCwwAr8DOOw,Hick's H&H BBQ Pit Stop,Las Vegas,NV,35,3.5
IJkHl3f7_6vIiTjHa5NqbQ,Vitality Tap,Calgary,AB,7,4.5
YrcVGfnMOrg001kXeavvXQ,Cook Out,Concord,NC,4,4.0
r93Aubf4vZ9ogtmEb6dV4g,Raspados Playas,North Las Vegas,NV,10,2.0
q2f9sfgxdZKPwRKjcd3LDw,Bocconcini Toronto,Toronto,ON,16,4.5
LLLB4141aGIgzyMsMg_joA,The Roncy Public,Toronto,ON,26,4.0
NGSqXijVxL3qvrkye66BzQ,Bob Evans,Macedonia,OH,26,3.5
t8FaRZSwg56x-Xwt54sUQw,Sunset Grill,Bradford,ON,5,3.0
gson5zEUqpFjrRnz7vJu0g,Papa Chang's Take Out and Catering,Markham,ON,10,3.5
TgjpcqIhZ4ONmp1AaxDLPQ,Sweet Tooth Tea House,Toronto,ON,5,4.0
ZVe2Nhq3J6bWuxceiC_2FA,McDonald's,Scottsdale,AZ,30,2.5
x3nZVmEyXIYu3z5_dfbvTQ,Columbo Room,Cleveland,OH,4,5.0
NWlNMG_eBIvDjCcHK46eDQ,The Haymaker Restaurant,Phoenix,AZ,251,3.5
wzcdJKY0DoNKjTHAsynIDQ,KFC,Charlotte,NC,10,2.0
mOjyGsoByHV60TH2f_rH0g,Pakwanchi Restaurant,Scarborough,ON,6,2.5
PmWiJxGzwQY6ErclQwtRuA,Outback Steakhouse,Akron,OH,38,2.5
35FXjC1QHg8rCeLGVrZIww,Fiesta Pilipino,MontrÃ©al,QC,3,3.5
Ax0knj61kCXX6eOm_7DT0Q,La Farandole,Sainte-Adele,QC,9,4.0
RKtseQPbfarOuQtRxuDeXw,The Burger's Priest,Mississauga,ON,14,3.5
zcSJjgxwGtcFgCvqSsULaA,Debe's Roti & Doubles,Toronto,ON,7,5.0
Q5NdlSc_XNYwxWhsC0KIrA,Red Rooster Portuguese BBQ,Vaughan,ON,19,3.0
bdHpf-RPinhq4ZRjZZx9Iw,Cogburn's,Gilbert,AZ,68,3.0
fJumi8Wojnw-2CQ6hn2CJQ,Papa John's Pizza,Solon,OH,3,4.0
-WE0z2uUAajXvd-fRmHS5w,Famous Pizza & Pasta,Markham,ON,6,2.0
p2kGuR2XYtp4-UsUhZeOPA,Delicious by Aldu Dominican Cuisine,Gilbert,AZ,68,4.5
OXBROmBWuDhRhd0BZ7zXJA,Honey Pig Korean BBQ,Las Vegas,NV,151,3.5
q1tKmIMgDdBGwLzcuxnmtg,Jack in the Box,Las Vegas,NV,14,2.0
iAuOpYDfOTuzQ6OPpEiGwA,Memphis Championship Barbecue,Las Vegas,NV,401,3.0
ChwJAokUc5B6N_ylr-hMig,Thai Marlai,Cornelius,NC,18,4.0
66Y5ExfpgdEFIDqXSQeyiQ,Smokey Bones Bar & Fire Grill,Robinson Township,PA,86,3.5
J30FMCIomA5fLLNGIMhDrg,Red Lobster,Cuyahoga Falls,OH,31,3.0
dFZ8hE_RZJeCuWnfY1oo4w,McDonald's,Tallmadge,OH,7,2.5
UyEJouFTFxcmYaHouhSGFA,Bombay Curry House,Pittsburgh,PA,4,2.5
0X8MLdXMghaBkGFTMolZcw,Moxie's Grill & Bar,Calgary,AB,16,3.0
lVvHfjD3Q79OUZq2ZuN7EA,Boneyard Grill,Thornhill,ON,81,3.5
MR30dpSf2h4sScoSA8tI5A,Pizza Pizza,Toronto,ON,3,1.5
DndF8BIHq8k1zahO4OEayQ,Joey's Seafood Restaurants Crowfoot,Calgary,AB,19,3.5
SxuD7iY8QO88PNbSdNmNKg,Thulasi Kitchen,Madison,WI,23,3.5
ne7lSA6lAOMYYs43kNTtPQ,Ink N Ivy CLT,Charlotte,NC,392,3.0
221yhLSs8tK2Cn_mxCX9dQ,Popeyes Louisiana Kitchen,Toronto,ON,7,2.5
_QySOnv3RBmL7GrbJ6beSw,Phnom Penh Restaurant,Cleveland,OH,18,4.5
78bhgohDRdlshKjp0YF11w,Harvey's,MontrÃ©al,QC,4,2.0
aaeqhe4xDfHl65fM5kBEsQ,Sunset Terrace at Lakeview,Lorain,OH,10,2.5
pTZ4u-sEQr-yHq2Cl4EMEw,T Cook's,Phoenix,AZ,354,4.0
ZE1n6H-4qgq_7z67qa4yUA,Gasper's Casual Italian Dining and Pizzeria,Phoenix,AZ,78,4.0
gXbDw-Rxq4feDnUWqlFDyQ,Social Box Neighborhood Eatery,Chandler,AZ,160,3.0
Pz_qQdmstSxmyFw1r0enDw,Jean's Southern Cuisine,Wilkinsburg,PA,16,3.0
4lCTd6-EzOuKl4YbH9gnxw,The Detroiter,Lakewood,OH,31,4.0
aTFmU9dCoGGmvzDSsa5lhA,Murphys Ale House,Valley View,OH,29,2.0
dBxWXdJSz8-VDrtUyEPfJw,East of Chicago Pizza,Lorain,OH,3,2.0
e8_Xt-ldpDgWHn92s3rBaQ,Nawaz Indian Cuisine,Phoenix,AZ,89,3.0
GarQqqVFnqe5DjKK0JL9sQ,Streets of New York,Phoenix,AZ,42,3.5
o1bTHnU2JK4AM5C3UE7jFA,Cha Do Raku,MontrÃ©al,QC,10,5.0
wcLH-Sg2Ef3YfEaWRHufMA,Port of Subs,Henderson,NV,36,4.0
oltWoU-oOzz7MZQ94Mn8vg,Revolution Pizza,Charlotte,NC,9,3.0
LU8lZgIBkocPkrradywauA,Korea Town Plaza Food Court,Las Vegas,NV,16,4.0
abIpel3j-MAAW4EzsRRl9w,La Fornarina,MontrÃ©al,QC,13,3.0
yNsf85F-21wm1gLRZUg-KQ,Auntie Anne's,North Olmsted,OH,5,1.5
AhglM4b2IQ9Ohn7biSvglA,JoJo's BBQ,Waxhaw,NC,4,5.0
vehk1EdzfzlkWjlBoZumag,Hibachi Sushi Buffet,Cornelius,NC,8,3.5
hb5dcbBQB68-8iz0YxGSbA,Sushi Hanami,Calgary,AB,19,3.5
nnMZ7d3IF-D2LA6Cp7rW8Q,Backyards,Scottsdale,AZ,85,4.0
BbbqKqCNxPf3BeucxO0ziw,Dairy Queen,Sun Prairie,WI,8,4.0
Ql-i1kYoszb_n9EO9xc-YA,Brewsters Brewing Company & Restaurant,Calgary,AB,49,3.5
QV2echCErxFY4VbH-z6eOg,Fatburger,Tempe,AZ,46,3.0
3mJZjNpheTzt3TKxDM0mIA,Granny's Place,Mississauga,ON,13,3.5
tZnSodhPwNr4bzrwJ1CSbw,Southern Accent Restaurant,Toronto,ON,145,4.0
tIOjJWfu4Dqz-FIzXHRvCg,Salad and Go,Phoenix,AZ,125,4.5
YCU6nxha5wytgEOYaqVeWQ,Village Pizza Restaurant,Tottenham,ON,3,4.5
RpyGPMHLaHjKJjzIND3ZrA,Wendy's,Calgary,AB,9,2.5
KMA1sN-RlOiSEi_nmH26Sw,Sugar Marmalade,MontrÃ©al,QC,47,2.5
0r9NuzpFE6l0hwVAJDnhVg,San Francesco Foods - Bay,Toronto,ON,16,3.0
5a2WPziZW2HoW10H1ovbpQ,The Peasant Table,Toronto,ON,62,3.5
akySq01rZ2PRBBrafMfLuw,Arizona Club,Phoenix,AZ,6,4.0
UWi2CNiSSHrgsKfiI6qQDw,Rocchio's Italian Deli,Pittsburgh,PA,3,4.5
Nph7wUNRXpQ01ArJbhQP7A,The Canadian Brewhouse,Airdrie,AB,22,3.5
tS2Y2hMWZMvwjiY3z6LuUg,Regions Bistro & Bar,Tempe,AZ,25,2.5
z9RSunhJggXQW5C4R36hkw,Buzz BBQ,Las Vegas,NV,107,3.5
W2cxJaoiztWg--sxvjWnKg,La Vostra Pizza,Gibsonia,PA,3,4.5
F4w_GNeV62kxCkTrta7PdA,KFC,Gilbert,AZ,26,2.0
tMfGHhwGZDXuWZQHd1a0OQ,King of Falafel & Grill,Madison,WI,23,4.0
0OflEYBTvbX0EUie466rhQ,New Harvard Inn Family Restaurant,Cleveland,OH,6,3.5
vtBtIV_23V95SwIDvj_OyA,Jamboree Bagel Restaurant & Cafe,Las Vegas,NV,73,4.5
H7kqQYQsIRtAVbr70ptKnA,Sushi Momo,Toronto,ON,6,3.5
1uAZaTHYn9rqTFtOl3sDEQ,McDonald's,Solon,OH,5,1.5
PYIcgyyZJrCxL6KoRpr31g,Wendy's,Oakville,ON,3,2.5
A3GNbAK6xMUjb0MM3Baggg,Restaurant La Suisse,Saint-Pierre-de-VÃ©ronne-Ã -Pike-River,QC,4,5.0
KOnum22Nk_w9_la2CNUk2A,Mazaj Mediterrainian Cusine,Calgary,AB,17,4.5
BGGQOJQTQerEQu0kHbT_UQ,Bandera,Scottsdale,AZ,669,4.0
mhQ6Q-__szGwaaZ-FXCe0g,Unionville House Restaurant,Unionville,ON,3,4.0
BxF7p8LSgchlUTYhNAXQyA,Sushi & BBQ Restaurant,Toronto,ON,3,3.5
X7_lItAV8ND1boXI5ZP4Vw,New Concept,Toronto,ON,5,4.0
R66nqSDieW4KGPjDHwvO9A,Vinh Hing,Saint-Laurent,QC,8,4.0
oAMTQB42vLuJS5LVGXiR9A,Providence Cafe,Charlotte,NC,27,3.0
FiP7mCGs-qelOSmapmbt1A,Fiori's Pizzaria,McMurray,PA,80,4.0
xofdpknCW1rdrHgPkpj1Nw,Zen 8 Grill,Calgary,AB,17,3.0
77FYW55qBiRAMZRxdIKApA,Little Caesars Pizza,Phoenix,AZ,11,2.5
yjyIySqUaBFIXTwy9laBYg,The Clock on Queen - Irish Pub,Brampton,ON,12,3.5
ttwba0MugfWyfGB9HH6fMQ,Danny Boys Pizza,North Olmsted,OH,38,3.5
OmP2SCE411tncZ8umlP0Ag,China Mountain II,Willowick,OH,8,3.5
b-X7XMr3L0tHhn6G2gZb0w,Wendy's,Scarborough,ON,4,2.0
Ggh9JwuIwPBiMmx16kAiug,Sushi Guru,Charlotte,NC,155,4.0
eh9e2wfsXNRa4BgVSXUu7g,Hai Tang Bakery & Cafe,Markham,ON,22,3.5
0lQeZyb_jLHf44yBq7V5-g,Raps Authentic Jamaican,York,ON,78,4.0
jk_zmdPaU0C-3ICT0GDzIQ,Falafel Avenue,MontrÃ©al,QC,21,4.5
2S9t90Q0qZWCV7X_u0rxZQ,Kenzo Ramen,Toronto,ON,241,3.0
KHPGYu39ve14Q7pRKJ8-5A,Golden Stool Restaurant and Lounge,Brampton,ON,16,4.5
YWrrjZ7KdYwN_pUNbLfTCw,Fortune Dragon,Mississauga,ON,13,2.5
K8dYoXbGDWJr_vSlVwDN1A,Garam Masala,Mississauga,ON,4,2.5
e7hLWm0qh_2b__dLx49r9g,The Maids' Cottage,Newmarket,ON,28,4.5
eGLflouvGRveD4A9oc-AIw,Guedo's Taco Shop,Gilbert,AZ,6,4.0
e4qQlNEop42LoFBwv71dVw,Ruth's Chris Steak House,Scottsdale,AZ,402,4.0
7JSOssAyZ83aYgohoTUc8w,Pizza Up,Charlotte,NC,3,4.5
NOcSBxST02RPlhLHq0B5fA,Eggsmart,Scarborough,ON,13,3.0
ob8p3VRALQ9obHSaHnH7lQ,Lucky Chinese Restaurant,Toronto,ON,9,3.5
zzvlwkcNR1CCqOPXwuvz2A,7 Dim Sum,Toronto,ON,7,3.5
_n5wggIEfBzCUepjgvHXAQ,Sushi Ichiban,Champaign,IL,65,3.0
RfVhN1hN23B7WYizdtKOwQ,Shawarma Falafel & Bakery,Brampton,ON,6,4.5
y4N-fSlQDx2wRU51l0z7ZQ,Rosati's Pizza,Las Vegas,NV,3,3.5
KLJmSYpq81fy0gXri-tAAw,Firefly,Madison,WI,5,1.5
PCPl6Q3FQwLa_EgX97izPA,MontrÃ©al Kebab,MontrÃ©al,QC,4,2.0
NuxrRTI2IM_vMk11vKA1ZQ,Harvey's,Etobicoke,ON,5,2.5
HTlsBAd9j1wlWDHxnYczBw,La Fonda Del Sol,Scottsdale,AZ,301,4.0
Xmh8MKPBAL_PTOGq_wRo8w,Wild Wing,Mississauga,ON,7,2.0
se_K9gbKMAECYVnE_0hc_w,Chinese Dumpling House,Toronto,ON,9,2.0
zcDweMx_fdJ-YWuxUpg6-g,Canadiana Restaurant,Etobicoke,ON,17,3.5
z459l58OyZF0P3xGHjjOZQ,Chicken on the Way,Calgary,AB,7,3.0
MWmuV3o6qcnYCktB755_-Q,Kelly's Cafe,Brunswick,OH,107,4.5
MJyKhCf7lu0XPhCbo-TnbQ,IHOP,Phoenix,AZ,89,2.5
F1Iw4k5FT5sgp7arme1qeQ,Paramount Lebanese Kitchen,Toronto,ON,9,3.0
G8XgwAr9Ex39SI-DUFZRSw,The Trail House,Indian Trail,NC,95,3.5
CVRTly4ag_q5ua0R3iqrVw,Ku Noodle by JosÃ© AndrÃ©s,Las Vegas,NV,233,4.0
5jbOkCtqZduyVafxqjPRBQ,Medi Select,Caledon,ON,5,5.0
XFU7XiXOo7LB3uPLecRlOw,Mymy Chicken,Toronto,ON,161,4.0
edoSAL0cVmROwfro8nKBuA,Arriba Burrito,MontrÃ©al,QC,17,4.5
Qic_L9ru9dJqPoLXW6T7yA,Cookie's BBQ,Las Vegas,NV,9,3.5
KjxOqxEDK0woF1l1kZ_nSA,Oak's Diner & Flapjacks,Cave Creek,AZ,116,3.5
1ForN8iXqYZ_dZZcOkvVeA,P.J.'s Luncheonette,Cleveland,OH,36,3.5
t7Zsr25NK1NlXbS_2CYc1Q,Fazoli's 5268,Las Vegas,NV,12,3.0
ZjvT0ANOkZT8XXPrUxBMCg,Yoo Ga Ne Korean Restaurant,Toronto,ON,7,4.0
PGLMjjHagSj9VnzXFhYuKA,Pita Grill,Calgary,AB,37,4.5
q1MakkWbeUpS2IWQdxCVdA,Les Enfants Terribles,Laval,QC,14,3.0
xceHqMqOh-DLhsFXRzDbDA,Angie's Restaurant,Wilmerding,PA,6,3.5
4YxFjoS28WzggYyDxGkKBg,Firehouse Subs,Las Vegas,NV,13,3.5
5_MrPFw9E0cMJ1Q0DJFZOQ,Tilted Kilt Pub & Eatery,Las Vegas,NV,339,3.0
inWP6FrTecbCjgbxAxK0dQ,Zeppe's Pizzeria,Avon,OH,8,3.0
7SBtCKKeHbdB6-dIIkcZXw,2nd Annual Asian Food Festival,Las Vegas,NV,7,3.0
oyPvqoQhsdkfUeHtdPD7BQ,J-Wok Cafe,Las Vegas,NV,65,4.0
48Ho4YrurD9LVhlzgv4kdQ,Po-ke,Calgary,AB,3,2.5
YauBkH-HEx148jC0pv4Hcg,Richardson's,Phoenix,AZ,494,4.0
TZf1MciRrWEYirvx046GXA,Frank Food Truck,Phoenix,AZ,26,4.0
zG0oD8WNqH94ZFZf_VBLgg,Greek Grill,Vaughan,ON,6,3.0
f5mE_Ns40SGeUMQwdTiH6w,North 51 Steakhouse,Calgary,AB,6,4.5
ugWB_hkm21s9v8xxAkmNVg,Mamma's Pizza,Toronto,ON,9,3.0
5R0kCSZkk_005LvnIONJbw,CrÃªpe & Co.,Toronto,ON,16,3.5
_Jt9CLSL2sqF-yCNel9D-g,Casa Robles,Las Vegas,NV,70,4.5
35AiwE6tnwW3BxE-dsZqjA,Subway,Calgary,AB,3,2.0
EAiFR299WV3OQ68pHMlmGw,Phnom Penh,North Olmsted,OH,79,4.0
TbHiV1t65v_Tyr0_ro1tbg,Montana's BBQ & Bar,Etobicoke,ON,40,2.0
mmtjbwUUjw266ulkEnRX3Q,Shanghai Joe,Cleveland,OH,6,3.5
ln0ut1SD_uBEjTnEiaFFUw,Miss Pho,Vaughan,ON,5,3.0
4GjBeipeu2cXxQzzUxS4Iw,Wendy's,Avondale,AZ,25,2.5
zUqO7Jyp22C6HEerZ3hvYA,Extreme Restaurant & Catering,Calgary,AB,9,3.5
h_XwA08PJXa0NaWdsbhYPQ,Sushi Tokyo,Calgary,AB,17,2.0
cjgMpPvY2dgJ3vAq556SiA,U-Know Sushi,Toronto,ON,31,4.0
hyyy_yFDI3CJJaG3uROGBA,The Courtyard Cafe,Brecksville,OH,98,4.0
Nxm2hcwZv4T6XVc8ScR2-A,The Boil Bar,Toronto,ON,25,3.0
-cbH4O2yLnPcKqAKaqS0FQ,Chez Carl,Verdun,QC,12,4.0
hXJOnDvOvtBjB5WQ6fuzmQ,Preeti's PiTT,Pittsburgh,PA,5,4.0
X6lidaXqFC4SGRAxA97yRA,Getaway Restaurant,Ajax,ON,8,2.5
fa_yHDsmP319J11HXoWAHQ,Little Caesar's Pizza,Fitchburg,WI,9,4.0
XVseYWpl0pFWgFybZEpKug,3rd St Sushi & Bar,Phoenix,AZ,3,3.5
7dnXdS-vLMqGogRmTUi76A,McDonald's,Aurora,OH,5,2.0
2LVbxh3mFe87UBFyeBf2ww,Zack's Grill Halal Food,Akron,OH,5,4.0
knDXdt6qgwd4xVPUsgkfWw,Red Robin Gourmet Burgers,North Olmsted,OH,64,3.5
fl-K_oLD_I5J6h-gLL7FkQ,Checkers,Las Vegas,NV,68,2.0
ERZNwKIxxen9-Dj32PA40g,Pizzaville,Thornhill,ON,5,3.0
98XJsz4hbDBxzowVUPC3lw,Silver Spartan Diner,Cleveland,OH,10,1.5
jpXk4jjINZjnTdvnzLO6Vg,Starbucks,Ajax,ON,16,3.0
aUb0maIrZ-rdnvod1r7Umg,Little Caesars Pizza,Las Vegas,NV,28,2.5
YJi87jB9WTuIrxVzZ7CvgQ,DÃ©jeuner Eggcetera,Saint-LÃ©onard,QC,7,3.0
Lxe5I1HL-SiH8mA1c6OUmQ,Aux Cinq Parfums,MontrÃ©al,QC,8,3.5
VR8QvH2g-jEG5EfMzA_G9w,Nine Fine Irishmen,Las Vegas,NV,1150,4.0
lS7TBAZ241JSYULfkLT3Rg,Oriental Ngan Dinh,MontrÃ©al,QC,6,3.0
rT2ownx0bn2Wfve3iYHLxw,Chicken Bucket,Mount Holly,NC,20,3.5
5VK7tIINe1JS5syW-o4H8g,Encanto Oasis,Phoenix,AZ,3,3.5
JAaXVnWQcSEU3nVY-qgjUA,El Chameleon,Scottsdale,AZ,39,3.5
yfB0O7bvLIWE3G9p2yUQcA,Remo's bistro and cafe,Vaughan,ON,7,4.5
S3-JpB5dBhMXmauMqeoN-g,Taqueria Guadalajara,Madison,WI,369,4.0
kEbdBwyqucFNNi0iCEmmPA,Wendy's,Cleveland Heights,OH,14,2.5
Q1axbtqtLvVrFMpdMl8q-A,Papa Murphy's,Mesa,AZ,18,3.5
RP79t7P6PZYoILkMkhkt6A,Silverspot Cinema,Orange,OH,40,2.5
F6udStyUa5XJNClokVGDWg,CafÃ© Mucho Mucho,MontrÃ©al,QC,7,3.5
U7P_l9hoKxCSFN-u8yVl4g,Jag's Fish N Chips,Mississauga,ON,6,3.5
DfAPI2KF5edA4g-FMMSbMw,Cuisine Bangkok,MontrÃ©al,QC,34,3.5
U57wwW8EcfVPpEiEhJyUJg,Industria Pizzeria + Bar,MontrÃ©al,QC,33,3.5
nerbhPyfzLMgzcBYh0SPsA,Double D's Tacos,Phoenix,AZ,4,4.0
d0ekT3vqs5MbAJdjJWpGSA,Mamma Lucia,Wexford,PA,7,3.0
_CgBou-sE-UW2j4otiKtlw,Baja Fresh Las Vegas,Las Vegas,NV,11,3.5
We_Fci0vsWOekpAVIXKpSA,Bibab Express,Toronto,ON,14,3.0
hvc2lhcS56rCvodRjxlX4Q,Wild Rose Pub & Pizza,Calgary,AB,5,3.5
NPvkRgy3A0Elgx8IaMWIPQ,Farm Boy,Toronto,ON,21,4.5
g6CiDcpi2OPycTUORSoXEA,Ramen Misoya,Toronto,ON,35,3.5
3ropqVM-UMYXun6WGbi1hA,Peties Family Restaurant,Willowick,OH,57,4.0
lLMJsTchKYF1O0fpNWpCRA,Home Plate Grill & Bar,Las Vegas,NV,112,4.0
nJ71XaqT27UzIIzSQDHqOw,Oban Sushi,Markham,ON,5,3.5
-Y9woV5m-KaTzu9VpirYyg,Sapna CafÃ©,Phoenix,AZ,46,3.5
sghGLUOAC_WGEWmv-mZReQ,Burger King,Las Vegas,NV,5,1.0
lsqO3nJh11JPIcjwvu4YoQ,JJ's Eatery and Pub,Markham,ON,5,4.0
r6cTbsmg4MhdHJnKWwefVw,Crackers & Co Cafe,Mesa,AZ,218,4.0
hDrdznB4GLdP8TpwHsakRg,Popeyes Louisiana Kitchen,Toronto,ON,11,3.0
tIauOelAC3BZk_xhMoDBUg,Someburros,Tempe,AZ,252,3.5
rXUZNVlpWMV5ORDDSguOEQ,La Unica,Huntersville,NC,89,4.5
oCI38JuE_ZyNTCIQkaK03g,Friar Tuck Pub,Charlotte,NC,10,3.0
exs56JDSWmPWQ3dQOdjHag,Kibo Sushi House,Toronto,ON,52,4.0
yqNtyUBqn-4nDqHd_0HaBQ,Lynn's Buccoo Reef Restaurant,Brampton,ON,6,4.0
mRWhEetiEi5Gx4H2zwM7Jw,IHOP,Surprise,AZ,87,2.5
iOa9y4U4HfwXLn8J95L7GA,Skwish,Toronto,ON,8,4.0
fsZXGdbPWCW7LYUoedu0aA,China One Buffet,Amherst,OH,7,4.0
CsdK0dGuWzrsvBrex6f-2g,Popeyes Louisiana Kitchen,Oakville,ON,3,3.5
i4CF-bIEfNeYoQ87klS78Q,Benichopsticks Restaurant,Canonsburg,PA,44,4.0
qae862pD_YbJZ4RFwgA-Xw,Darosa,North York,ON,18,3.5
PEy0IduplUy2zFu72Qh-QQ,La PanthÃ¨re Verte,MontrÃ©al,QC,8,3.5
H_fgMip_xa-VEily3ev7Rw,Lu Chai,Calgary,AB,9,3.5
dMfUVz6Ea5yD1UfH50wQ3g,Ten Teppanyaki & Izakaya,MontrÃ©al,QC,4,4.0
FZZr2OJqq7yT3NR1-vCOfA,Meridian,Chandler,AZ,6,2.5
VghejSa_mjn-W7BfGQsDtA,Monk Kitchen,Toronto,ON,5,4.0
bsjBLLHR4TMVR5eAeLAI9w,China Town Kim Fung,MontrÃ©al,QC,198,3.5
6t74h2C9_-qYucwPkCaoLw,Halo Restaurant & Lounge,Calgary,AB,25,4.0
qBXfNxSpo2_8cP_WHQRvOg,Olive Garden Italian Restaurant,Chandler,AZ,140,3.5
w55JY2w3ZhTh4hZxAPWTzw,Circa 1900,Phoenix,AZ,5,3.5
hYH9r_Sofp81nvQa1jYcgQ,La Grotte,MontrÃ©al,QC,10,4.0
Z3ejq-KQS9Lx4iuT4r7CMw,Pomodoro's Italian American Cafe,Denver,NC,54,3.5
8h7iYO4WLnzpqEj8dozjIA,Sorrentino's Bistro-Bar,Calgary,AB,4,3.0
Nc7-nyG_RzXrEqBuxihcgQ,BJ's Restaurant & Brewhouse,Chandler,AZ,379,3.5
SANO6RtVrYUVy3ObKQTSYQ,Affy's Premium Grill,Scarborough,ON,9,2.0
BU44MZzM82yPiBhMyj9r7w,Sarku Japan,Champaign,IL,12,2.5
cX7Wgc0RKDkGTOwVGjHx0w,Restaurant d'Alma,MontrÃ©al,QC,7,3.0
1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,Las Vegas,NV,167,4.0
c4KXpCou6HBOgfKp2z2_hw,Terrace  - Ballantyne,Charlotte,NC,378,3.5
bjbegGikWzSgeVsOJdE22g,Chili Peppers,Cleveland,OH,79,4.0
pPbkSv9GCoNbGg9BiVP8Ag,Bite Your Tongue,Charlotte,NC,41,4.0
-hHlfsgR_PInaij4U_S98Q,Le Showwok,MontrÃ©al,QC,7,3.5
0yRwx_s94WIC0mmc6qVUyQ,Cameo Lounge,Woodbridge,ON,14,3.0
mosJ-tTDBA0ypKlYEDulBQ,Amir,MontrÃ©al,QC,11,2.5
m7PPpShEdfhtV-7NnPN1Nw,Duke of Kent,Toronto,ON,91,3.5
ELt26I6N0VqVywR5J4TMlw,Mong-Kut Thai,Toronto,ON,31,3.0
Kwc1AaV_HU8x1M2fVH4qwA,Forever Good Asian Cuisine,Calgary,AB,10,3.5
dU34LGqegjPB6bKKV9TWgg,Pho Wes,Mesa,AZ,4,5.0
Vcu-rDLi-VHautyy9u_uVA,Super Gyro,Chateauguay,QC,5,4.0
1kLBRbYQRJN7SQXLF98RKA,The Saigon Hustle,Toronto,ON,15,4.0
9QfhaVVbjJaTxtztHCp7tQ,Georgio's Oven Fresh Pizza,Berea,OH,4,2.5
l8HMKBbn0yUqTuTCJGdRZA,UNLV Student Union,Las Vegas,NV,56,3.5
0E4I4sEa7l89AdnDF-wjLg,Panera Bread,Charlotte,NC,38,3.0
de2ezuGAKPYjHA8pYNnd6g,Extreme Pita,Toronto,ON,3,2.0
FZ67u0gpFwM9i0NFTLmqyQ,The Arepa Republic,Toronto,ON,7,4.5
L0NPyLfRL6eQnzday1KzJA,Grovewood Lounge & Grille,Cleveland,OH,3,3.5
Xo15NUvvPieoEOmf57Et6w,Applewood Fish & Chips,Mississauga,ON,16,4.0
mC39IrCp36QIVFRZIw9PTQ,Seoul Food Meat Company,Charlotte,NC,830,4.0
XvYtp_rwIWdd382zbQ6XjA,Jojo's Pizza & Family Restaurant,Glendale,AZ,112,4.0
eZQV20xRXOuqR1Hej3nEqA,Focaccia Italian Sandwiches,Toronto,ON,4,4.0
2-9wu090DJutG_MPUgPWQw,Aladdin's Eatery,Lakewood,OH,91,4.5
gBy6UXTpoSHhW6qd15XU0g,Lakes Lounge,Las Vegas,NV,221,4.0
GPeDmsmRgnrqMVdB52nuCw,Pac Transportation & Packing,Scottsdale,AZ,3,3.5
9mmE-8QES9UHgn9jpUi8oQ,Smax Flatbread Grill,Charlotte,NC,7,4.5
kownTVHHvOKawjjmO_WkJw,Ashdale Brunch and Espresso,Toronto,ON,28,4.0
C_X46BVr5NVoC2aC6ea9tg,Popeyes Louisiana Kitchen,Peoria,AZ,66,2.0
9tgJbLfCQcZ35-TSabZOfA,The Coup,Calgary,AB,225,4.0
mBzL2_AKRD5TFQwMA6Itdg,Lone Spur Cafe,Peoria,AZ,239,3.5
L_GiRGKnEUMW56cRskf5Mw,The Stone Pizza,Toronto,ON,10,4.0
